Gene ID	Organism	Genomic Location (Gene)	Product Description	Gene Name or Symbol	
Tb09.v4.0073	Trypanosoma brucei brucei TREU927	tryp_IXb-217g08.q1c:25,983..27,434(+)	variant surface glycoprotein (VSG), putative	N/A	
Tb09.v4.0113	Trypanosoma brucei brucei TREU927	tryp_IXb-218d07.p1c:108,154..111,523(+)	variant surface glycoprotein (VSG, atypical), putative	N/A	
Tb09.v4.0200	Trypanosoma brucei brucei TREU927	tryp_IXb-86g11.p1c:4,976..6,545(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb11.1030	Trypanosoma brucei brucei TREU927	tryp_XI-311f03.p2k913w:3,449..4,264(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb05.5K5.330	Trypanosoma brucei brucei TREU927	5K5_v5.1:95,867..97,674(-)	variant surface glycoprotein, point mutation	N/A	
Tb927.1.3260	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:702,966..708,786(+)	hypothetical protein, conserved	N/A	
Tb927.1.300	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:120,952..129,674(+)	retrotransposon hot spot protein (RHS, pseudogene), putative	N/A	
Tb927.1.1770	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:466,901..467,937(+)	Dithiol glutaredoxin 2	GRX2	
Tb927.2.3910	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:689,675..692,832(-)	beta-ketoacyl-ACP synthase	N/A	
Tb927.3.5750	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,603,691..1,605,543(-)	retrotransposon hot spot protein (RHS, pseudogene), putative	N/A	
Tb927.3.4000	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,121,011..1,121,645(+)	clathrin coat assembly protein ap19, putative	N/A	
Tb927.3.4440	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,245,769..1,247,011(-)	hypothetical protein, conserved	N/A	
Tb927.4.4180	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,105,995..1,108,610(-)	SUMO-interacting motif-containing protein	N/A	
Tb927.5.2680	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:909,594..911,866(+)	hypothetical protein, conserved	N/A	
Tb927.6.1860	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:619,464..620,401(-)	conserved protein	N/A	
Tb927.7.290	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:50,595..53,258(+)	leucine-rich repeat protein 1 (LRRP1), putative	N/A	
Tb927.7.3060	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:774,253..775,953(+)	Tripartite Attachment Complex Protein 42	TAC42	
Tb927.7.2920	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:738,010..738,653(+)	histone H2A, putative	N/A	
Tb927.7.1950	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:465,663..467,782(-)	retrotransposon hot spot protein 7 (RHS7), putative	N/A	
Tb927.7.5300	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,406,536..1,409,443(+)	C2 domain/Ankyrin repeats (3 copies), putative	N/A	
Tb927.8.6340	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,835,930..1,840,202(+)	CYC2-like cyclin, putative	CYC10	
Tb927.8.6190	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,801,588..1,802,670(+)	BolA-like protein, putative	N/A	
Tb927.9.15190	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,361,556..2,362,285(+)	ribosomal protein L15, putative	N/A	
Tb927.9.3760	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:748,563..750,183(+)	Nucleoporin GLE2	GLE2	
Tb927.9.390	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:92,470..93,783(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.11820	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,841,215..1,842,917(+)	CRAL/TRIO domain containing protein, putative	N/A	
Tb927.9.2250	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:502,386..503,764(-)	hypothetical protein, conserved	N/A	
Tb927.9.3400	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:702,598..707,350(+)	endo-beta-N-acetylglucosaminidase, putative	ENGase	
Tb927.11.13350	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,576,080..3,578,930(-)	hypothetical protein, conserved	N/A	
Tb927.4.1400	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:363,490..365,324(-)	vacuolar transport protein 4A, putative	N/A	
Tb927.6.4620	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,292,477..1,292,971(+)	hypothetical protein, conserved	N/A	
Tb927.8.200	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:32,272..33,285(+)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	N/A	
Tb927.9.8070	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,335,803..1,336,524(-)	QM-like protein	QM	
Tb11.v5.0676	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,380,987..3,384,341(+)	expression site-associated gene 2 (ESAG2) protein, putative	N/A	
Tb927.11.11510	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,085,295..3,086,464(+)	hd phosphohydrolase family protein	N/A	
Tb927.5.1480	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:525,222..527,447(-)	hypothetical protein	N/A	
Tb927.8.4970	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,474,765..1,476,763(+)	Paraflagellar rod protein 2-1	PFR2-1	
Tb927.11.5520	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,567,242..1,568,289(+)	triosephosphate isomerase	TIM	
Tb927.6.4470	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,255,609..1,256,656(-)	S-adenosylmethionine decarboxylase proenzyme	N/A	
Tb927_10_v4.snoRNA.0047:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,759,785..1,759,861(+)	term	N/A	
Tb11.v5.0839	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,386,994..4,390,306(+)	retrotransposon hot spot (RHS) protein, putative	N/A	
Tb927.11.15990	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,233,095..4,236,926(-)	Nucleoporin NUP109	NUP109	
Tb927.11.5950	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,690,980..1,691,784(-)	hypothetical protein, conserved	N/A	
Tb927.11.14940	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,974,829..3,976,728(-)	hypothetical protein, conserved	N/A	
Tb10.v4.0226	Trypanosoma brucei brucei TREU927	tryp_X-46d09.q1c:7,631..8,986(-)	variant surface glycoprotein (VSG, pseudogene), putative /product	N/A	
Tb927.6.1650	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:558,177..559,230(-)	single strand-specific nuclease, putative	N/A	
Tb927.5.291b	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:105,006..106,031(+)	variant surface glycoprotein (VSG)-related, putative	ESP5	
Tb927.9.930	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:240,959..241,810(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.11.1110	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:310,409..316,981(+)	calpain, putative	N/A	
Tb927.11.16010	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,238,549..4,243,061(-)	hypothetical protein, conserved	N/A	
Tb927.5.2080	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:712,520..715,001(-)	GMP reductase	GMPR	
Tb927.6.2640	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:793,337..796,706(+)	importin alpha subunit, putative	KAP60	
Tb927.9.15080	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,355,234..2,355,987(+)	hypothetical protein, conserved	N/A	
Tb927.11.11360	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,035,963..3,037,128(+)	receptor for activated C kinase 1	RACK1	
Tb09.v4.0177	Trypanosoma brucei brucei TREU927	tryp_IXb-68a05.p2k3050:53,030..57,418(+)	variant surface glycoprotein (VSG), putative	N/A	
Tb927.3.3840	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,065,041..1,066,255(+)	Family of unknown function (DUF572), putative	N/A	
Tb11.v5.0586	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:2,715,678..2,717,764(+)	hypothetical protein, conserved	N/A	
Tb927.11.6780	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,913,325..1,915,110(-)	regulator of chromatin condensation, putative	N/A	
Tb927.6.3560	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,060,081..1,065,483(-)	hypothetical protein, conserved	N/A	
Tb927.6.5630	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,566,319..1,567,839(-)	variant surface glycoprotein, frameshift	N/A	
Tb927.6.900	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:384,715..387,783(-)	Substrate of Polo-like kinase in the basal body 1	SPBB1	
Tb927.6.4530	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,267,575..1,268,654(-)	RNA-binding protein, putative	RBP17	
Tb927.5.4240	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,333,079..1,333,572(-)	histone H4, putative	N/A	
Tb11.1300	Trypanosoma brucei brucei TREU927	tryp_XI-431h02.p1k:12,138..13,322(+)	hypothetical protein	N/A	
Tb927.5.5440	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,701,514..1,702,952(-)	Variant Surface Glycoprotein, putative	N/A	
Tb927.8.4190	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,232,612..1,236,099(-)	hypothetical protein, conserved	N/A	
Tb927.10.13240	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,221,453..3,223,362(-)	hypothetical protein, conserved	N/A	
Tb11.v5.0867	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,526,891..4,527,985(-)	hypothetical protein, conserved	N/A	
Tb927.3.520	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:116,511..117,514(-)	expression site-associated gene 1 (ESAG1) protein, putative	N/A	
Tb927.5.3260	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,075,430..1,080,296(-)	WD domain, G-beta repeat, putative	N/A	
Tb927.3.5410	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,514,197..1,515,076(+)	hypothetical protein, conserved	N/A	
Tb927.7.3120	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:792,131..792,966(+)	small nuclear ribonucleoprotein SmD1	Sm-D1	
Tb927.10.9630	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,374,367..2,374,849(+)	hypothetical protein	N/A	
Tb927.10.2390	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:613,510..615,918(+)	casein kinase I, putative	CK1.3	
Tb927.8.7540	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,169,897..2,174,036(+)	Flagella connector protein 3	FCP3	
Tb927.9.17990	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:3,064,404..3,065,435(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.10.6480	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,642,783..1,644,328(+)	hypothetical protein, conserved	N/A	
Tb11.0300	Trypanosoma brucei brucei TREU927	tryp_XI-1036e06.p1k:3,677..4,461(+)	hypothetical protein	N/A	
Tb927.6.1300	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:485,476..487,133(-)	hypothetical protein	N/A	
Tb927.6.5720	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,589,277..1,590,107(-)	expression site-associated gene 3 (ESAG3), degenerate	N/A	
Tb927.10.12390	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,004,351..3,005,948(-)	hypothetical protein, conserved	N/A	
Tb927.11.18210	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,932,119..4,933,734(+)	variant surface glycoprotein (VSG), frameshifted	N/A	
Tb10.v4.0199	Trypanosoma brucei brucei TREU927	tryp_X-36a02.p1c:6,019..6,426(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.10.12210	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,971,933..2,972,955(+)	ribulose-5-phosphate 3-epimerase, putative	N/A	
Tb11.v5.0756	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,941,273..3,953,400(-)	DNA polymerase kappa, putative	N/A	
Tb927.4.400	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:115,494..116,703(-)	Double RNA binding domain protein 7	DRBD7	
Tb927.7.3650	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:950,243..954,635(-)	STE/STE11 serine/threonine-protein kinase, putative	N/A	
Tb927.10.7190	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,809,054..1,809,876(-)	D-tyrosyl-tRNA deacylase, putative	N/A	
Tb927_10_v4.snoRNA.0017:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,345,276..3,345,355(-)	term	N/A	
Tb927.11.8870	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,440,339..2,442,009(+)	DEAD-box ATP-dependent RNA helicase, mitochondrial	MHEL61	
Tb927.8.7690	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,214,689..2,216,393(+)	amino acid transporter (pseudogene), putative	N/A	
Tb927.11.5390	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,534,436..1,535,193(+)	mitochondrial import inner membrane translocase subunit, putative	TIM8-13	
Tb09.v4.0086	Trypanosoma brucei brucei TREU927	tryp_IXb-217g08.q1c:66,773..67,165(-)	hypothetical protein, conserved	N/A	
Tb927.6.5490	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,524,124..1,525,221(-)	expression site-associated gene 3 (ESAG3), degenerate	N/A	
Tb927.5.2980	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:994,046..998,146(+)	Exocyst complex component Sec3, putative	N/A	
Tb927.7.590	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:120,895..122,626(-)	hypothetical protein, conserved	N/A	
Tb927.9.5410	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:942,074..943,478(+)	hypothetical protein, conserved	N/A	
Tb927.11.17370	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,670,377..4,671,807(+)	variant surface glycoprotein (VSG), putative	N/A	
Tb927_09_v4.snoRNA.0098	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,981,211..1,981,213(+)	H/ACA-like snoRNA	N/A	
Tb927.9.10360	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,625,673..1,626,690(-)	Cytosolic iron-sulfur protein assembly 2A, putative	CIA2A	
Tb927_10_v4.snoRNA.0015:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,269,036..3,269,115(-)	term	N/A	
Tb927.10.360	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:100,026..101,177(+)	hypothetical protein, conserved	N/A	
Tb927.10.510	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:132,026..133,738(+)	Present in the outer mitochondrial membrane proteome 19	POMP19	
Tb927.10.6610	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,673,747..1,674,978(+)	chaperone protein DnaJ, putative	J22	
Tb927.10.11150	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,728,700..2,729,676(-)	hypothetical protein, conserved	N/A	
Tb927.10.8680	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,145,299..2,146,735(+)	hypothetical protein, conserved	N/A	
Tb927.10.11880	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,899,690..2,902,563(+)	hypothetical protein, conserved	N/A	
Tb927.10.9820	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,429,554..2,431,661(+)	mitochondrial intermediate peptidase	MIP	
Tb927.10.60	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:27,790..31,831(-)	expression site-associated gene (ESAG), putative	N/A	
Tb927.10.4670	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,182,777..1,183,945(-)	hypothetical protein, conserved	N/A	
Tb11.v5.0672	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,347,795..3,351,678(-)	cardiolipin synthetase, putative	N/A	
Tb11.v5.0519	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:2,167,647..2,179,912(-)	hypothetical protein, conserved	N/A	
Tb11.v5.0762	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,977,716..3,989,414(+)	hypothetical protein, conserved	N/A	
Tb11.v5.0228	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:427,361..430,708(-)	75 kDa invariant surface glycoprotein, putative	N/A	
Tb11.v5.0355	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:1,114,542..1,115,220(+)	TPR repeat, putative	N/A	
Tb927.11.15200	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,038,469..4,039,561(-)	hypothetical protein, conserved	N/A	
Tb927.11.5480	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,555,734..1,557,488(+)	phosphotransferase, putative	N/A	
Tb927.11.tRNA_Gly_1	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,898,859..1,898,929(+)	tRNA Glycine	N/A	
Tb927.11.9160	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,510,764..2,512,510(+)	ATPase-like protein, putative	N/A	
Tb927.11.17640	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,771,148..4,771,351(+)	expression site-associated gene 3 (ESAG3), frameshifted and degenerate	N/A	
Tb927.11.15860	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,200,678..4,203,058(-)	L-Lysine transport protein, putative	N/A	
Tb927.11.12280	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,284,188..3,285,886(+)	hypothetical protein, conserved	N/A	
Tb927.11.12230	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,270,242..3,272,256(+)	ATP-dependent protease ATPase subunit HslU2	HslU2	
Tb927.11.5500	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,562,707..1,565,192(+)	Mitochondrial SSU ribosomal protein, putative	KRIPP1	
Tb927.11.6990	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,966,104..1,969,780(-)	Calcium/calmodulin-dependent protein kinase kinase, putative	N/A	
Tb927.11.2020	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:584,778..585,973(+)	hypothetical protein, conserved	N/A	
Tb927.8.4090	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,210,209..1,212,124(-)	endonuclease G, putative	N/A	
Tb927.9.16430	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,652,725..2,653,794(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.1.3550	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:751,140..757,935(-)	hypothetical protein	N/A	
Tb927.1.720	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:235,665..237,504(-)	phosphoglycerate kinase	PGKA	
Tb927.2.6000	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:1,087,774..1,092,746(+)	glycosylphosphatidylinositol-specific phospholipase C	GPI-PLC	
Tb927.2.6090	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:1,099,538..1,100,155(+)	60S ribosomal protein L44	RPL44	
Tb927.3.2940	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:758,043..759,665(-)	hypothetical protein, conserved	N/A	
Tb927.3.860	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:201,175..201,908(-)	Acyl carrier protein, mitochondrial	ACP	
Tb927.3.2740	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:701,310..702,850(-)	hypothetical protein, conserved	N/A	
Tb927.3.5400	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,512,077..1,514,072(+)	serine/threonine protein kinase RIO1, putative	RIO1	
Tb927.4.2400	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:619,190..623,970(+)	hypothetical protein, conserved	TZP157	
Tb927.4.4860	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,326,906..1,328,659(-)	amino acid transporter 8, putative	AATP8	
Tb927.6.360	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:175,685..179,190(-)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	N/A	
Tb927.6.140	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:11,450..14,509(+)	retrotransposon hot spot protein 5 (RHS5), putative	RHS5	
Tb927.7.6740	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,860,825..1,864,136(-)	ATPase family associated with various cellular activities (AAA), putative	N/A	
Tb927.7.6560	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,792,806..1,794,025(-)	hypothetical protein, conserved	N/A	
Tb927.7.5160	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,361,303..1,362,286(+)	deoxyuridine triphosphatase	DUT	
Tb927.7.7320	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:2,112,166..2,115,062(-)	hypothetical protein, conserved	N/A	
Tb927.8.6760	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,954,221..1,955,719(-)	translationally-controlled tumor protein homolog, putative	TCTP2	
Tb927.8.4600	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,360,215..1,362,017(-)	Zinc finger, C3HC4 type (RING finger), putative	N/A	
Tb927.4.2430	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:631,443..634,558(+)	Endonuclease/Exonuclease/phosphatase family, putative	LCCR4	
Tb927.11.18860	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:66,797..70,596(+)	variant surface protein (VSG), putative (pseudogene)	N/A	
Tb927.8.5000	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,481,216..1,483,225(+)	Paraflagellar rod protein 2-4	PFR2-4	
Tb927.10.950	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:258,521..259,947(+)	hypothetical protein, conserved	N/A	
Tb927.10.6560	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,659,840..1,661,383(+)	Protein of unknown function DUF72, putative	N/A	
Tb927.2.6070	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:1,096,318..1,097,380(+)	mitochondrial RNA binding complex 1 subunit	MRB6070	
Tb927.3.880	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:207,804..208,563(+)	Ankyrin repeats (3 copies), putative	N/A	
Tb11.v5.0189	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:255,491..257,921(+)	condensin complex subunit 2, putative	N/A	
Tb927.3.5220	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,463,417..1,465,599(+)	hypothetical protein, conserved	N/A	
Tb927.5.4390	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,363,428..1,363,884(-)	hypothetical protein, conserved	N/A	
Tb927_08_v4.snoRNA.0043	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:693,512..693,576(+)	H/ACA-like snoRNA	N/A	
Tb927.8.4700	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,378,393..1,381,585(-)	amino acid transporter, putative	AATP6	
Tb927.9.15700	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,458,711..2,462,666(+)	variant surface glycoprotein (VSG)-related, putative	N/A	
Tb927.9.440	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:107,030..109,182(+)	variant surface glycoprotein (VSG, atypical), putative	N/A	
Tb927.9.17630	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,976,401..2,976,729(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.14700	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,299,638..2,299,781(+)	SL RNA	N/A	
Tb927.10.10290	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,532,117..2,532,729(-)	hypothetical protein, conserved	N/A	
Tb927.10.3080	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:806,054..807,288(+)	methionine biosynthetic protein, putative	N/A	
Tb927.10.6780	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,707,008..1,709,044(+)	vacuolar protein sorting-associated protein 45, putative	VPS45	
Tb927.10.730	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:187,319..190,277(+)	ATP synthase, putative	N/A	
Tb927.10.7310	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,846,018..1,848,718(-)	terminal uridylyltransferase 3, putative	TUT3	
Tb927.10.4840	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,210,483..1,211,528(-)	transcription factor IIa, putative	TFIIA-2	
Tb927.10.3530	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:912,015..914,789(+)	hypothetical protein, conserved	N/A	
